Team,Date,Home_Away,Opp,W/L,W-L,Date_Clean
CHW,"Friday, Jun 1",Home,MIL,W,17-37,Jun 1 2018
CHW,"Saturday, Jun 2",Home,MIL,L,17-38,Jun 2 2018
CHW,"Sunday, Jun 3",Home,MIL,W,18-38,Jun 3 2018
CHW,"Tuesday, Jun 5 (1)",@,MIN,L,18-39,Jun 5  2018
CHW,"Tuesday, Jun 5 (2)",@,MIN,W,19-39,Jun 5  2018
CHW,"Wednesday, Jun 6",@,MIN,W,20-39,Jun 6 2018
CHW,"Thursday, Jun 7",@,MIN,L,20-40,Jun 7 2018
CHW,"Friday, Jun 8",@,BOS,W,21-40,Jun 8 2018
CHW,"Saturday, Jun 9",@,BOS,L,21-41,Jun 9 2018
CHW,"Sunday, Jun 10",@,BOS,W,22-41,Jun 10 2018
CHW,"Monday, Jun 11",Home,CLE,L,22-42,Jun 11 2018
CHW,"Tuesday, Jun 12",Home,CLE,W,23-42,Jun 12 2018
CHW,"Wednesday, Jun 13",Home,CLE,W,24-42,Jun 13 2018
CHW,"Thursday, Jun 14",Home,CLE,L,24-43,Jun 14 2018
CHW,"Friday, Jun 15",Home,DET,L,24-44,Jun 15 2018
CHW,"Saturday, Jun 16",Home,DET,L,24-45,Jun 16 2018
CHW,"Sunday, Jun 17",Home,DET,L,24-46,Jun 17 2018
CHW,"Monday, Jun 18",@,CLE,L,24-47,Jun 18 2018
CHW,"Tuesday, Jun 19",@,CLE,L,24-48,Jun 19 2018
CHW,"Wednesday, Jun 20",@,CLE,L,24-49,Jun 20 2018
CHW,"Friday, Jun 22 (1)",Home,OAK,L,24-50,Jun 22  2018
CHW,"Friday, Jun 22 (2)",Home,OAK,W,25-50,Jun 22  2018
CHW,"Saturday, Jun 23",Home,OAK,L,25-51,Jun 23 2018
CHW,"Sunday, Jun 24",Home,OAK,W,26-51,Jun 24 2018
CHW,"Tuesday, Jun 26",Home,MIN,W,27-51,Jun 26 2018
CHW,"Wednesday, Jun 27",Home,MIN,W,28-51,Jun 27 2018
CHW,"Thursday, Jun 28",Home,MIN,L,28-52,Jun 28 2018
CHW,"Friday, Jun 29",@,TEX,L,28-53,Jun 29 2018
CHW,"Saturday, Jun 30",@,TEX,L,28-54,Jun 30 2018
CHW,"Sunday, Jul 1",@,TEX,W,29-54,Jul 1 2018
CHW,"Monday, Jul 2",@,CIN,L,29-55,Jul 2 2018
CHW,"Tuesday, Jul 3",@,CIN,W,30-55,Jul 3 2018
CHW,"Wednesday, Jul 4",@,CIN,L,30-56,Jul 4 2018
CHW,"Thursday, Jul 5",@,HOU,L-wo,30-57,Jul 5 2018
CHW,"Friday, Jul 6",@,HOU,L,30-58,Jul 6 2018
CHW,"Saturday, Jul 7",@,HOU,L,30-59,Jul 7 2018
CHW,"Sunday, Jul 8",@,HOU,L,30-60,Jul 8 2018
CHW,"Tuesday, Jul 10",Home,STL,L,30-61,Jul 10 2018
CHW,"Wednesday, Jul 11",Home,STL,W,31-61,Jul 11 2018
CHW,"Friday, Jul 13",Home,KCR,W,32-61,Jul 13 2018
CHW,"Saturday, Jul 14",Home,KCR,L,32-62,Jul 14 2018
CHW,"Sunday, Jul 15",Home,KCR,W,33-62,Jul 15 2018
CHW,"Friday, Jul 20",@,SEA,L,33-63,Jul 20 2018
CHW,"Saturday, Jul 21",@,SEA,W,34-63,Jul 21 2018
CHW,"Sunday, Jul 22",@,SEA,L,34-64,Jul 22 2018
CHW,"Monday, Jul 23",@,LAA,W,35-64,Jul 23 2018
CHW,"Tuesday, Jul 24",@,LAA,W,36-64,Jul 24 2018
CHW,"Wednesday, Jul 25",@,LAA,L,36-65,Jul 25 2018
CHW,"Thursday, Jul 26",@,LAA,L,36-66,Jul 26 2018
CHW,"Friday, Jul 27",Home,TOR,L,36-67,Jul 27 2018
CHW,"Saturday, Jul 28",Home,TOR,W,37-67,Jul 28 2018
CHW,"Sunday, Jul 29",Home,TOR,L,37-68,Jul 29 2018
CHW,"Tuesday, Jul 31",Home,KCR,L,37-69,Jul 31 2018
CHW,"Wednesday, Aug 1",Home,KCR,L,37-70,Aug 1 2018
CHW,"Thursday, Aug 2",Home,KCR,W,38-70,Aug 2 2018
CHW,"Friday, Aug 3",@,TBR,W,39-70,Aug 3 2018
CHW,"Saturday, Aug 4",@,TBR,W,40-70,Aug 4 2018
CHW,"Sunday, Aug 5",@,TBR,W,41-70,Aug 5 2018
CHW,"Monday, Aug 6",Home,NYY,L,41-71,Aug 6 2018
CHW,"Tuesday, Aug 7",Home,NYY,L,41-72,Aug 7 2018
CHW,"Wednesday, Aug 8",Home,NYY,L,41-73,Aug 8 2018
CHW,"Friday, Aug 10",Home,CLE,W-wo,42-73,Aug 10 2018
CHW,"Saturday, Aug 11",Home,CLE,L,42-74,Aug 11 2018
CHW,"Sunday, Aug 12",Home,CLE,L,42-75,Aug 12 2018
CHW,"Monday, Aug 13",@,DET,L,42-76,Aug 13 2018
CHW,"Tuesday, Aug 14",@,DET,W,43-76,Aug 14 2018
CHW,"Wednesday, Aug 15",@,DET,W,44-76,Aug 15 2018
CHW,"Friday, Aug 17",Home,KCR,W,45-76,Aug 17 2018
CHW,"Saturday, Aug 18",Home,KCR,L,45-77,Aug 18 2018
CHW,"Sunday, Aug 19",Home,KCR,W,46-77,Aug 19 2018
CHW,"Monday, Aug 20",@,MIN,W,47-77,Aug 20 2018
CHW,"Tuesday, Aug 21",Home,MIN,L,47-78,Aug 21 2018
CHW,"Wednesday, Aug 22",Home,MIN,W,48-78,Aug 22 2018
CHW,"Thursday, Aug 23",@,DET,L,48-79,Aug 23 2018
CHW,"Friday, Aug 24",@,DET,W,49-79,Aug 24 2018
CHW,"Saturday, Aug 25",@,DET,W,50-79,Aug 25 2018
CHW,"Sunday, Aug 26",@,DET,W,51-79,Aug 26 2018
CHW,"Monday, Aug 27",@,NYY,W,52-79,Aug 27 2018
CHW,"Tuesday, Aug 28",@,NYY,L-wo,52-80,Aug 28 2018
CHW,"Wednesday, Aug 29",@,NYY,W,53-80,Aug 29 2018
CHW,"Thursday, Aug 30",Home,BOS,L,53-81,Aug 30 2018
CHW,"Friday, Aug 31",Home,BOS,W,54-81,Aug 31 2018
CHW,"Saturday, Sep 1",Home,BOS,L,54-82,Sep 1 2018
CHW,"Sunday, Sep 2",Home,BOS,W,55-82,Sep 2 2018
CHW,"Monday, Sep 3",Home,DET,W-wo,56-82,Sep 3 2018
CHW,"Tuesday, Sep 4",Home,DET,L,56-83,Sep 4 2018
CHW,"Wednesday, Sep 5",Home,DET,L,56-84,Sep 5 2018
CHW,"Friday, Sep 7",Home,LAA,L,56-85,Sep 7 2018
CHW,"Saturday, Sep 8",Home,LAA,L,56-86,Sep 8 2018
CHW,"Sunday, Sep 9",Home,LAA,L,56-87,Sep 9 2018
CHW,"Monday, Sep 10",@,KCR,L-wo,56-88,Sep 10 2018
CHW,"Tuesday, Sep 11",@,KCR,L,56-89,Sep 11 2018
CHW,"Wednesday, Sep 12",@,KCR,W,57-89,Sep 12 2018
CHW,"Friday, Sep 14",@,BAL,W,58-89,Sep 14 2018
CHW,"Saturday, Sep 15",@,BAL,W,59-89,Sep 15 2018
CHW,"Sunday, Sep 16",@,BAL,L,59-90,Sep 16 2018
CHW,"Tuesday, Sep 18",@,CLE,L,59-91,Sep 18 2018
CHW,"Wednesday, Sep 19",@,CLE,L-wo,59-92,Sep 19 2018
CHW,"Thursday, Sep 20",@,CLE,W,60-92,Sep 20 2018
CHW,"Friday, Sep 21",Home,CHC,W,61-92,Sep 21 2018
CHW,"Saturday, Sep 22",Home,CHC,L,61-93,Sep 22 2018
CHW,"Sunday, Sep 23",Home,CHC,L,61-94,Sep 23 2018
CHW,"Monday, Sep 24",Home,CLE,L,61-95,Sep 24 2018
CHW,"Tuesday, Sep 25",Home,CLE,W-wo,62-95,Sep 25 2018
CHW,"Wednesday, Sep 26",Home,CLE,L,62-96,Sep 26 2018
CHW,"Friday, Sep 28 (1)",@,MIN,L,62-97,Sep 28  2018
CHW,"Friday, Sep 28 (2)",@,MIN,L,62-98,Sep 28  2018
CHW,"Saturday, Sep 29",@,MIN,L,62-99,Sep 29 2018
CLE,"Thursday, Mar 29",@,SEA,L,0-1,Mar 29 2018
CLE,"Saturday, Mar 31",@,SEA,W,1-1,Mar 31 2018
CLE,"Sunday, Apr 1",@,SEA,L,1-2,Apr 1 2018
CLE,"Monday, Apr 2",@,LAA,W,2-2,Apr 2 2018
CLE,"Tuesday, Apr 3",@,LAA,L,2-3,Apr 3 2018
CLE,"Wednesday, Apr 4",@,LAA,L-wo,2-4,Apr 4 2018
CLE,"Friday, Apr 6",Home,KCR,W,3-4,Apr 6 2018
CLE,"Saturday, Apr 7",Home,KCR,L,3-5,Apr 7 2018
CLE,"Sunday, Apr 8",Home,KCR,W-wo,4-5,Apr 8 2018
CLE,"Monday, Apr 9",Home,DET,W,5-5,Apr 9 2018
CLE,"Tuesday, Apr 10",Home,DET,W,6-5,Apr 10 2018
CLE,"Wednesday, Apr 11",Home,DET,W,7-5,Apr 11 2018
CLE,"Thursday, Apr 12",Home,DET,W,8-5,Apr 12 2018
CLE,"Friday, Apr 13",Home,TOR,L,8-6,Apr 13 2018
CLE,"Tuesday, Apr 17",@,MIN,W,9-6,Apr 17 2018
CLE,"Wednesday, Apr 18",@,MIN,L-wo,9-7,Apr 18 2018
CLE,"Friday, Apr 20",@,BAL,L,9-8,Apr 20 2018
CLE,"Saturday, Apr 21",@,BAL,W,10-8,Apr 21 2018
CLE,"Sunday, Apr 22",@,BAL,W,11-8,Apr 22 2018
CLE,"Monday, Apr 23",@,BAL,W,12-8,Apr 23 2018
CLE,"Tuesday, Apr 24",Home,CHC,L,12-9,Apr 24 2018
CLE,"Wednesday, Apr 25",Home,CHC,W,13-9,Apr 25 2018
CLE,"Thursday, Apr 26",Home,SEA,L,13-10,Apr 26 2018
CLE,"Friday, Apr 27",Home,SEA,W,14-10,Apr 27 2018
CLE,"Saturday, Apr 28",Home,SEA,L,14-11,Apr 28 2018
CLE,"Sunday, Apr 29",Home,SEA,L,14-12,Apr 29 2018
CLE,"Monday, Apr 30",Home,TEX,W,15-12,Apr 30 2018
CLE,"Tuesday, May 1",Home,TEX,L,15-13,May 1 2018
CLE,"Wednesday, May 2",Home,TEX,W,16-13,May 2 2018
CLE,"Thursday, May 3 (1)",Home,TOR,L,16-14,May 3  2018
CLE,"Thursday, May 3 (2)",Home,TOR,W,17-14,May 3  2018
CLE,"Friday, May 4",@,NYY,L-wo,17-15,May 4 2018
CLE,"Saturday, May 5",@,NYY,L,17-16,May 5 2018
CLE,"Sunday, May 6",@,NYY,L-wo,17-17,May 6 2018
CLE,"Tuesday, May 8",@,MIL,L,17-18,May 8 2018
CLE,"Wednesday, May 9",@,MIL,W,18-18,May 9 2018
CLE,"Friday, May 11",Home,KCR,L,18-19,May 11 2018
CLE,"Saturday, May 12",Home,KCR,W,19-19,May 12 2018
CLE,"Sunday, May 13",Home,KCR,W,20-19,May 13 2018
CLE,"Monday, May 14",@,DET,L,20-20,May 14 2018
CLE,"Tuesday, May 15",@,DET,L,20-21,May 15 2018
CLE,"Wednesday, May 16",@,DET,W,21-21,May 16 2018
CLE,"Friday, May 18",@,HOU,L,21-22,May 18 2018
CLE,"Saturday, May 19",@,HOU,W,22-22,May 19 2018
CLE,"Sunday, May 20",@,HOU,L,22-23,May 20 2018
CLE,"Tuesday, May 22",@,CHC,W,23-23,May 22 2018
CLE,"Wednesday, May 23",@,CHC,W,24-23,May 23 2018
CLE,"Thursday, May 24",Home,HOU,L,24-24,May 24 2018
CLE,"Friday, May 25",Home,HOU,L,24-25,May 25 2018
CLE,"Saturday, May 26",Home,HOU,W,25-25,May 26 2018
CLE,"Sunday, May 27",Home,HOU,W-wo,26-25,May 27 2018
CLE,"Monday, May 28",Home,CHW,W,27-25,May 28 2018
CLE,"Tuesday, May 29",Home,CHW,W,28-25,May 29 2018
CLE,"Wednesday, May 30",Home,CHW,W,29-25,May 30 2018
CLE,"Thursday, May 31",@,MIN,W,30-25,May 31 2018
CLE,"Friday, Jun 1",@,MIN,L,30-26,Jun 1 2018
CLE,"Saturday, Jun 2",@,MIN,L,30-27,Jun 2 2018
CLE,"Sunday, Jun 3",@,MIN,L-wo,30-28,Jun 3 2018
CLE,"Tuesday, Jun 5",Home,MIL,W,31-28,Jun 5 2018
CLE,"Wednesday, Jun 6",Home,MIL,W,32-28,Jun 6 2018
CLE,"Friday, Jun 8",@,DET,W,33-28,Jun 8 2018
CLE,"Saturday, Jun 9",@,DET,L-wo,33-29,Jun 9 2018
CLE,"Sunday, Jun 10",@,DET,W,34-29,Jun 10 2018
CLE,"Monday, Jun 11",@,CHW,W,35-29,Jun 11 2018
CLE,"Tuesday, Jun 12",@,CHW,L,35-30,Jun 12 2018
CLE,"Wednesday, Jun 13",@,CHW,L,35-31,Jun 13 2018
CLE,"Thursday, Jun 14",@,CHW,W,36-31,Jun 14 2018
CLE,"Friday, Jun 15",Home,MIN,L,36-32,Jun 15 2018
CLE,"Saturday, Jun 16",Home,MIN,L,36-33,Jun 16 2018
CLE,"Sunday, Jun 17",Home,MIN,W,37-33,Jun 17 2018
CLE,"Monday, Jun 18",Home,CHW,W,38-33,Jun 18 2018
CLE,"Tuesday, Jun 19",Home,CHW,W,39-33,Jun 19 2018
CLE,"Wednesday, Jun 20",Home,CHW,W,40-33,Jun 20 2018
CLE,"Friday, Jun 22",Home,DET,W,41-33,Jun 22 2018
CLE,"Saturday, Jun 23",Home,DET,W,42-33,Jun 23 2018
CLE,"Sunday, Jun 24",Home,DET,W,43-33,Jun 24 2018
CLE,"Monday, Jun 25",@,STL,L,43-34,Jun 25 2018
CLE,"Tuesday, Jun 26",@,STL,L,43-35,Jun 26 2018
CLE,"Wednesday, Jun 27",@,STL,W,44-35,Jun 27 2018
CLE,"Friday, Jun 29",@,OAK,L,44-36,Jun 29 2018
CLE,"Saturday, Jun 30",@,OAK,L,44-37,Jun 30 2018
CLE,"Sunday, Jul 1",@,OAK,W,45-37,Jul 1 2018
CLE,"Monday, Jul 2",@,KCR,W,46-37,Jul 2 2018
CLE,"Tuesday, Jul 3",@,KCR,W,47-37,Jul 3 2018
CLE,"Wednesday, Jul 4",@,KCR,W,48-37,Jul 4 2018
CLE,"Friday, Jul 6",Home,OAK,W,49-37,Jul 6 2018
CLE,"Saturday, Jul 7",Home,OAK,L,49-38,Jul 7 2018
CLE,"Sunday, Jul 8",Home,OAK,L,49-39,Jul 8 2018
CLE,"Monday, Jul 9",Home,CIN,L,49-40,Jul 9 2018
CLE,"Tuesday, Jul 10",Home,CIN,L,49-41,Jul 10 2018
CLE,"Wednesday, Jul 11",Home,CIN,W,50-41,Jul 11 2018
CLE,"Thursday, Jul 12",Home,NYY,L,50-42,Jul 12 2018
CLE,"Friday, Jul 13",Home,NYY,W,51-42,Jul 13 2018
CLE,"Saturday, Jul 14",Home,NYY,L,51-43,Jul 14 2018
CLE,"Sunday, Jul 15",Home,NYY,W,52-43,Jul 15 2018
CLE,"Friday, Jul 20",@,TEX,W,53-43,Jul 20 2018
CLE,"Saturday, Jul 21",@,TEX,W,54-43,Jul 21 2018
CLE,"Sunday, Jul 22",@,TEX,L,54-44,Jul 22 2018
CLE,"Monday, Jul 23",Home,PIT,L,54-45,Jul 23 2018
CLE,"Tuesday, Jul 24",Home,PIT,L,54-46,Jul 24 2018
CLE,"Wednesday, Jul 25",Home,PIT,W,55-46,Jul 25 2018
CLE,"Friday, Jul 27",@,DET,W,56-46,Jul 27 2018
CLE,"Saturday, Jul 28",@,DET,L,56-47,Jul 28 2018
CLE,"Sunday, Jul 29",@,DET,W,57-47,Jul 29 2018
CLE,"Monday, Jul 30",@,MIN,L-wo,57-48,Jul 30 2018
CLE,"Tuesday, Jul 31",@,MIN,W,58-48,Jul 31 2018
CLE,"Wednesday, Aug 1",@,MIN,W,59-48,Aug 1 2018
CLE,"Friday, Aug 3",Home,LAA,L,59-49,Aug 3 2018
CLE,"Saturday, Aug 4",Home,LAA,W,60-49,Aug 4 2018
CLE,"Sunday, Aug 5",Home,LAA,W,61-49,Aug 5 2018
CLE,"Monday, Aug 6",Home,MIN,W,62-49,Aug 6 2018
CLE,"Tuesday, Aug 7",Home,MIN,L,62-50,Aug 7 2018
CLE,"Wednesday, Aug 8",Home,MIN,W-wo,63-50,Aug 8 2018
CLE,"Thursday, Aug 9",Home,MIN,W-wo,64-50,Aug 9 2018
CLE,"Friday, Aug 10",@,CHW,L-wo,64-51,Aug 10 2018
CLE,"Saturday, Aug 11",@,CHW,W,65-51,Aug 11 2018
CLE,"Sunday, Aug 12",@,CHW,W,66-51,Aug 12 2018
CLE,"Monday, Aug 13",@,CIN,W,67-51,Aug 13 2018
CLE,"Tuesday, Aug 14",@,CIN,W,68-51,Aug 14 2018
CLE,"Wednesday, Aug 15",@,CIN,W,69-51,Aug 15 2018
CLE,"Friday, Aug 17",Home,BAL,W,70-51,Aug 17 2018
CLE,"Saturday, Aug 18",Home,BAL,L,70-52,Aug 18 2018
CLE,"Sunday, Aug 19",Home,BAL,W,71-52,Aug 19 2018
CLE,"Monday, Aug 20",@,BOS,W,72-52,Aug 20 2018
CLE,"Tuesday, Aug 21",@,BOS,W,73-52,Aug 21 2018
CLE,"Wednesday, Aug 22",@,BOS,L,73-53,Aug 22 2018
CLE,"Thursday, Aug 23",@,BOS,L,73-54,Aug 23 2018
CLE,"Friday, Aug 24",@,KCR,L-wo,73-55,Aug 24 2018
CLE,"Saturday, Aug 25",@,KCR,L,73-56,Aug 25 2018
CLE,"Sunday, Aug 26",@,KCR,W,74-56,Aug 26 2018
CLE,"Tuesday, Aug 28",Home,MIN,W,75-56,Aug 28 2018
CLE,"Wednesday, Aug 29",Home,MIN,L,75-57,Aug 29 2018
CLE,"Thursday, Aug 30",Home,MIN,W,76-57,Aug 30 2018
CLE,"Friday, Aug 31",Home,TBR,W,77-57,Aug 31 2018
CLE,"Saturday, Sep 1",Home,TBR,L,77-58,Sep 1 2018
CLE,"Sunday, Sep 2",Home,TBR,L,77-59,Sep 2 2018
CLE,"Monday, Sep 3",Home,KCR,L,77-60,Sep 3 2018
CLE,"Tuesday, Sep 4",Home,KCR,W,78-60,Sep 4 2018
CLE,"Wednesday, Sep 5",Home,KCR,W,79-60,Sep 5 2018
CLE,"Thursday, Sep 6",@,TOR,W,80-60,Sep 6 2018
CLE,"Friday, Sep 7",@,TOR,L-wo,80-61,Sep 7 2018
CLE,"Saturday, Sep 8",@,TOR,W,81-61,Sep 8 2018
CLE,"Sunday, Sep 9",@,TOR,L,81-62,Sep 9 2018
CLE,"Monday, Sep 10",@,TBR,L-wo,81-63,Sep 10 2018
CLE,"Tuesday, Sep 11",@,TBR,W,82-63,Sep 11 2018
CLE,"Wednesday, Sep 12",@,TBR,L,82-64,Sep 12 2018
CLE,"Friday, Sep 14",Home,DET,L,82-65,Sep 14 2018
CLE,"Saturday, Sep 15",Home,DET,W,83-65,Sep 15 2018
CLE,"Sunday, Sep 16",Home,DET,L,83-66,Sep 16 2018
CLE,"Tuesday, Sep 18",Home,CHW,W,84-66,Sep 18 2018
CLE,"Wednesday, Sep 19",Home,CHW,W-wo,85-66,Sep 19 2018
CLE,"Thursday, Sep 20",Home,CHW,L,85-67,Sep 20 2018
CLE,"Friday, Sep 21",Home,BOS,L,85-68,Sep 21 2018
CLE,"Saturday, Sep 22",Home,BOS,W-wo,86-68,Sep 22 2018
CLE,"Sunday, Sep 23",Home,BOS,W-wo,87-68,Sep 23 2018
CLE,"Monday, Sep 24",@,CHW,W,88-68,Sep 24 2018
CLE,"Tuesday, Sep 25",@,CHW,L-wo,88-69,Sep 25 2018
CLE,"Wednesday, Sep 26",@,CHW,W,89-69,Sep 26 2018
CLE,"Thursday, Sep 27",@,KCR,L-wo,89-70,Sep 27 2018
CLE,"Friday, Sep 28",@,KCR,W,90-70,Sep 28 2018
CLE,"Saturday, Sep 29",@,KCR,L,90-71,Sep 29 2018
DET,"Friday, Mar 30",Home,PIT,L,0-1,Mar 30 2018
DET,"Sunday, Apr 1 (1)",Home,PIT,L,0-2,Apr 1  2018
DET,"Sunday, Apr 1 (2)",Home,PIT,L,0-3,Apr 1  2018
DET,"Monday, Apr 2",Home,KCR,W,1-3,Apr 2 2018
DET,"Tuesday, Apr 3",Home,KCR,L,1-4,Apr 3 2018
DET,"Thursday, Apr 5",@,CHW,W,2-4,Apr 5 2018
DET,"Saturday, Apr 7",@,CHW,W,3-4,Apr 7 2018
DET,"Sunday, Apr 8",@,CHW,W,4-4,Apr 8 2018
DET,"Monday, Apr 9",@,CLE,L,4-5,Apr 9 2018
DET,"Tuesday, Apr 10",@,CLE,L,4-6,Apr 10 2018
DET,"Wednesday, Apr 11",@,CLE,L,4-7,Apr 11 2018
DET,"Thursday, Apr 12",@,CLE,L,4-8,Apr 12 2018
DET,"Friday, Apr 13",Home,NYY,L,4-9,Apr 13 2018
DET,"Tuesday, Apr 17",Home,BAL,W,5-9,Apr 17 2018
DET,"Wednesday, Apr 18",Home,BAL,W-wo,6-9,Apr 18 2018
DET,"Thursday, Apr 19",Home,BAL,W,7-9,Apr 19 2018
DET,"Friday, Apr 20 (1)",Home,KCR,W-wo,8-9,Apr 20  2018
DET,"Friday, Apr 20 (2)",Home,KCR,L,8-10,Apr 20  2018
DET,"Saturday, Apr 21",Home,KCR,W,9-10,Apr 21 2018
DET,"Sunday, Apr 22",Home,KCR,L,9-11,Apr 22 2018
DET,"Wednesday, Apr 25 (1)",@,PIT,W,10-11,Apr 25  2018
DET,"Wednesday, Apr 25 (2)",@,PIT,L,10-12,Apr 25  2018
DET,"Thursday, Apr 26",@,PIT,L-wo,10-13,Apr 26 2018
DET,"Friday, Apr 27",@,BAL,L,10-14,Apr 27 2018
DET,"Saturday, Apr 28",@,BAL,W,11-14,Apr 28 2018
DET,"Sunday, Apr 29",@,BAL,L,11-15,Apr 29 2018
DET,"Monday, Apr 30",Home,TBR,L,11-16,Apr 30 2018
DET,"Tuesday, May 1",Home,TBR,W,12-16,May 1 2018
DET,"Wednesday, May 2",Home,TBR,W-wo,13-16,May 2 2018
DET,"Thursday, May 3",@,KCR,L,13-17,May 3 2018
DET,"Friday, May 4",@,KCR,L,13-18,May 4 2018
DET,"Saturday, May 5",@,KCR,W,14-18,May 5 2018
DET,"Sunday, May 6",@,KCR,L,14-19,May 6 2018
DET,"Monday, May 7",@,TEX,L,14-20,May 7 2018
DET,"Tuesday, May 8",@,TEX,W,15-20,May 8 2018
DET,"Wednesday, May 9",@,TEX,L-wo,15-21,May 9 2018
DET,"Saturday, May 12 (1)",Home,SEA,W,16-21,May 12  2018
DET,"Saturday, May 12 (2)",Home,SEA,L,16-22,May 12  2018
DET,"Sunday, May 13",Home,SEA,W-wo,17-22,May 13 2018
DET,"Monday, May 14",Home,CLE,W,18-22,May 14 2018
DET,"Tuesday, May 15",Home,CLE,W,19-22,May 15 2018
DET,"Wednesday, May 16",Home,CLE,L,19-23,May 16 2018
DET,"Thursday, May 17",@,SEA,W,20-23,May 17 2018
DET,"Friday, May 18",@,SEA,L,20-24,May 18 2018
DET,"Saturday, May 19",@,SEA,L,20-25,May 19 2018
DET,"Sunday, May 20",@,SEA,L-wo,20-26,May 20 2018
DET,"Monday, May 21",@,MIN,L,20-27,May 21 2018
DET,"Tuesday, May 22",@,MIN,L,20-28,May 22 2018
DET,"Wednesday, May 23",@,MIN,W,21-28,May 23 2018
DET,"Friday, May 25",Home,CHW,W,22-28,May 25 2018
DET,"Saturday, May 26",Home,CHW,L,22-29,May 26 2018
DET,"Sunday, May 27",Home,CHW,W,23-29,May 27 2018
DET,"Monday, May 28",Home,LAA,W,24-29,May 28 2018
DET,"Tuesday, May 29",Home,LAA,L,24-30,May 29 2018
DET,"Wednesday, May 30",Home,LAA,W,25-30,May 30 2018
DET,"Thursday, May 31",Home,LAA,W,26-30,May 31 2018
DET,"Friday, Jun 1",Home,TOR,W,27-30,Jun 1 2018
DET,"Saturday, Jun 2",Home,TOR,W,28-30,Jun 2 2018
DET,"Sunday, Jun 3",Home,TOR,L,28-31,Jun 3 2018
DET,"Monday, Jun 4 (1)",Home,NYY,L,28-32,Jun 4  2018
DET,"Monday, Jun 4 (2)",Home,NYY,W,29-32,Jun 4  2018
DET,"Tuesday, Jun 5",@,BOS,L,29-33,Jun 5 2018
DET,"Wednesday, Jun 6",@,BOS,L,29-34,Jun 6 2018
DET,"Thursday, Jun 7",@,BOS,W,30-34,Jun 7 2018
DET,"Friday, Jun 8",Home,CLE,L,30-35,Jun 8 2018
DET,"Saturday, Jun 9",Home,CLE,W-wo,31-35,Jun 9 2018
DET,"Sunday, Jun 10",Home,CLE,L,31-36,Jun 10 2018
DET,"Tuesday, Jun 12",Home,MIN,L,31-37,Jun 12 2018
DET,"Wednesday, Jun 13",Home,MIN,W,32-37,Jun 13 2018
DET,"Thursday, Jun 14",Home,MIN,W,33-37,Jun 14 2018
DET,"Friday, Jun 15",@,CHW,W,34-37,Jun 15 2018
DET,"Saturday, Jun 16",@,CHW,W,35-37,Jun 16 2018
DET,"Sunday, Jun 17",@,CHW,W,36-37,Jun 17 2018
DET,"Tuesday, Jun 19",@,CIN,L,36-38,Jun 19 2018
DET,"Wednesday, Jun 20",@,CIN,L,36-39,Jun 20 2018
DET,"Friday, Jun 22",@,CLE,L,36-40,Jun 22 2018
DET,"Saturday, Jun 23",@,CLE,L,36-41,Jun 23 2018
DET,"Sunday, Jun 24",@,CLE,L,36-42,Jun 24 2018
DET,"Monday, Jun 25",Home,OAK,L,36-43,Jun 25 2018
DET,"Tuesday, Jun 26",Home,OAK,L,36-44,Jun 26 2018
DET,"Wednesday, Jun 27",Home,OAK,L,36-45,Jun 27 2018
DET,"Thursday, Jun 28",Home,OAK,L,36-46,Jun 28 2018
DET,"Friday, Jun 29",@,TOR,L,36-47,Jun 29 2018
DET,"Saturday, Jun 30",@,TOR,L-wo,36-48,Jun 30 2018
DET,"Sunday, Jul 1",@,TOR,W,37-48,Jul 1 2018
DET,"Monday, Jul 2",@,TOR,W,38-48,Jul 2 2018
DET,"Tuesday, Jul 3",@,CHC,L,38-49,Jul 3 2018
DET,"Wednesday, Jul 4",@,CHC,L,38-50,Jul 4 2018
DET,"Thursday, Jul 5",Home,TEX,L,38-51,Jul 5 2018
DET,"Friday, Jul 6",Home,TEX,W,39-51,Jul 6 2018
DET,"Saturday, Jul 7",Home,TEX,W,40-51,Jul 7 2018
DET,"Sunday, Jul 8",Home,TEX,L,40-52,Jul 8 2018
DET,"Monday, Jul 9",@,TBR,L-wo,40-53,Jul 9 2018
DET,"Tuesday, Jul 10",@,TBR,L,40-54,Jul 10 2018
DET,"Wednesday, Jul 11",@,TBR,L,40-55,Jul 11 2018
DET,"Friday, Jul 13",@,HOU,L,40-56,Jul 13 2018
DET,"Saturday, Jul 14",@,HOU,L,40-57,Jul 14 2018
DET,"Sunday, Jul 15",@,HOU,W,41-57,Jul 15 2018
DET,"Friday, Jul 20",Home,BOS,L,41-58,Jul 20 2018
DET,"Saturday, Jul 21",Home,BOS,W,42-58,Jul 21 2018
DET,"Sunday, Jul 22",Home,BOS,L,42-59,Jul 22 2018
DET,"Monday, Jul 23",@,KCR,W,43-59,Jul 23 2018
DET,"Tuesday, Jul 24",@,KCR,L,43-60,Jul 24 2018
DET,"Wednesday, Jul 25",@,KCR,W,44-60,Jul 25 2018
DET,"Friday, Jul 27",Home,CLE,L,44-61,Jul 27 2018
DET,"Saturday, Jul 28",Home,CLE,W,45-61,Jul 28 2018
DET,"Sunday, Jul 29",Home,CLE,L,45-62,Jul 29 2018
DET,"Tuesday, Jul 31",Home,CIN,W,46-62,Jul 31 2018
